applicant_id,age,gender,race,annual_income,credit_score,debt_to_income,employment_years,loan_amount_requested,previous_defaults,zip_code_risk,ai_risk_score,loan_approved
A01194,25,Male,Hispanic,33649.0,617.0,0.141,6.7,15780.0,0,High,0.4476,1
A01195,61,Non-binary,Black,43181.0,728.0,0.552,5.1,18710.0,0,Medium,0.4271,1
A01196,65,Male,White,50035.0,611.0,0.313,5.4,17764.0,0,Medium,0.3693,1
A01197,25,Male,White,61490.0,661.0,0.405,3.4,17563.0,2,Medium,0.5308,0
A01198,35,Female,White,74318.0,660.0,0.48,3.4,18617.0,0,Medium,0.4007,1
A01199,46,Non-binary,Black,72918.0,550.0,0.225,3.8,17995.0,0,Medium,0.4497,1
A01200,44,Female,Other,66352.0,717.0,0.393,4.9,41765.0,0,Medium,0.3444,1
A01201,39,Male,White,35997.0,850.0,0.105,6.5,1000.0,1,Medium,0.2435,1
A01202,40,Female,Asian,50722.0,524.0,0.432,5.7,10088.0,0,Low,0.4689,1
A01203,63,Male,White,21567.0,601.0,0.267,4.7,17529.0,0,Low,0.328,1
A01204,29,Male,Asian,79468.0,565.0,0.308,8.8,29129.0,0,Medium,0.372,1
A01205,48,Female,Asian,55850.0,662.0,0.518,9.5,27538.0,0,Low,0.4834,1
A01206,36,Male,White,25896.0,549.0,0.623,11.4,28375.0,0,Medium,0.4519,1
A01207,31,Male,White,113831.0,793.0,0.242,5.2,17647.0,1,Low,0.3336,1
A01208,54,Female,White,15000.0,807.0,0.222,3.9,30411.0,0,Low,0.2788,1
A01209,45,Female,Other,53432.0,742.0,0.453,5.7,12006.0,0,Low,0.2974,1
A01210,60,Female,White,87862.0,764.0,0.446,3.8,27159.0,0,Low,0.3675,1
A01211,41,Male,Hispanic,42870.0,690.0,0.172,5.9,19892.0,0,Low,0.3881,1
A01212,25,Non-binary,White,59136.0,777.0,0.346,7.6,20069.0,1,Low,0.3993,1
A01213,31,Male,Asian,66968.0,653.0,0.347,6.4,4789.0,1,Medium,0.4512,1
A01214,63,Female,White,15000.0,632.0,0.344,5.4,1000.0,0,Low,0.3986,1
A01215,29,Female,White,27755.0,740.0,0.449,8.6,15094.0,1,Low,0.4327,1
A01216,31,Female,White,53489.0,645.0,0.577,12.7,17068.0,0,Medium,0.3679,1
A01217,57,Male,Black,52950.0,850.0,0.315,3.2,6788.0,0,Medium,0.2829,1
A01218,61,Male,White,21340.0,775.0,0.62,7.3,27258.0,0,Low,0.3764,1
A01219,21,Female,Black,54502.0,630.0,0.332,5.2,9766.0,0,Low,0.5162,0
A01220,46,Male,White,68382.0,665.0,0.595,2.6,23755.0,0,Low,0.4156,1
A01221,30,Female,Black,87248.0,667.0,0.414,3.1,15058.0,1,Medium,0.5305,0
A01222,60,Male,Black,60207.0,612.0,0.513,4.4,25816.0,0,Medium,0.4637,1
A01223,39,Male,White,32283.0,760.0,0.492,12.3,6024.0,0,Low,0.2554,1
A01224,36,Male,White,69301.0,601.0,0.228,9.8,1950.0,1,High,0.4908,1
A01225,65,Male,Hispanic,72227.0,672.0,0.405,2.4,23393.0,0,High,0.4666,1
A01226,57,Female,White,50913.0,611.0,0.213,8.2,26532.0,2,Low,0.5702,0
A01227,61,Male,White,45592.0,631.0,0.335,2.1,21148.0,0,Low,0.4322,1
A01228,24,Female,Hispanic,43545.0,749.0,0.178,3.5,9165.0,0,Low,0.3236,1
A01229,34,Male,White,70671.0,741.0,0.32,11.3,24764.0,1,High,0.4014,1
A01230,50,Male,Black,51461.0,649.0,0.359,13.9,23683.0,1,Medium,0.5206,0
A01231,27,Male,White,63349.0,782.0,0.222,0.0,6584.0,0,Low,0.2649,1
A01232,32,Male,White,36357.0,732.0,0.35,6.1,22490.0,0,High,0.432,1
A01233,44,Female,Hispanic,56834.0,691.0,0.471,7.6,19425.0,0,Medium,0.4362,1
A01234,59,Non-binary,White,27464.0,762.0,0.203,4.9,19047.0,0,Medium,0.3048,1
A01235,63,Female,White,40390.0,808.0,0.483,6.6,4169.0,1,High,0.3776,1
A01236,42,Female,Hispanic,56168.0,720.0,0.489,4.4,26229.0,0,High,0.5393,0
A01237,67,Female,White,36418.0,705.0,0.207,8.5,12574.0,0,Low,0.2896,1
A01238,50,Non-binary,Black,45082.0,507.0,0.05,4.6,11521.0,1,Medium,0.471,1
A01239,59,Female,Asian,73983.0,704.0,0.514,8.2,22552.0,2,Medium,0.5188,0
A01240,40,Female,Black,47567.0,722.0,0.313,9.9,15816.0,0,Low,0.3789,1
A01241,46,Female,White,45887.0,708.0,0.35,9.4,3643.0,0,Low,0.3337,1
A01242,69,Female,Black,32785.0,599.0,0.653,5.3,33295.0,0,Low,0.5825,0
A01243,25,Female,White,41967.0,618.0,0.414,0.0,20282.0,1,High,0.5181,0
A01244,60,Female,White,54841.0,745.0,0.42,8.0,17795.0,0,High,0.3816,1
A01245,62,Female,Asian,70825.0,645.0,0.349,0.2,17687.0,0,Medium,0.4228,1
A01246,26,Female,White,16615.0,696.0,0.321,7.8,18154.0,0,High,0.4334,1
A01247,54,Male,White,75092.0,491.0,0.341,7.5,18966.0,0,Low,0.4823,1
A01248,25,Female,White,45454.0,679.0,0.328,5.2,29407.0,0,Medium,0.3653,1
A01249,30,Male,Other,52642.0,753.0,0.097,6.3,33808.0,0,Medium,0.234,1
A01250,48,Female,White,72615.0,707.0,0.2,11.8,15102.0,0,Medium,0.2585,1
A01251,23,Male,White,110624.0,667.0,0.341,11.2,24764.0,0,High,0.3462,1
A01252,33,Male,Black,68616.0,586.0,0.656,4.6,24270.0,1,Medium,0.5519,0
A01253,68,Female,Black,42718.0,519.0,0.142,0.0,24894.0,0,Medium,0.5651,0
A01254,67,Female,White,59627.0,610.0,0.272,12.3,30715.0,0,Medium,0.4982,1
A01255,22,Male,Asian,65528.0,774.0,0.271,0.0,26519.0,0,Medium,0.337,1
A01256,55,Male,White,19933.0,675.0,0.454,6.4,22172.0,0,Low,0.4007,1
A01257,67,Non-binary,White,27904.0,742.0,0.364,5.7,11654.0,0,High,0.3634,1
A01258,48,Male,White,65068.0,809.0,0.254,7.7,21033.0,0,Low,0.1739,1
A01259,57,Male,Hispanic,68226.0,691.0,0.523,11.2,7540.0,0,Low,0.3516,1
A01260,43,Female,White,64455.0,756.0,0.201,6.2,22612.0,0,Low,0.3293,1
A01261,63,Female,Hispanic,71286.0,782.0,0.274,4.0,21193.0,0,Medium,0.3068,1
A01262,43,Female,Other,45749.0,554.0,0.183,7.1,3685.0,1,High,0.5021,0
A01263,55,Female,White,82013.0,611.0,0.499,0.5,13308.0,0,High,0.472,1
A01264,61,Female,Other,100540.0,528.0,0.343,3.3,10586.0,0,Medium,0.447,1
A01265,59,Female,White,38884.0,516.0,0.243,5.2,25028.0,1,Medium,0.6265,0
A01266,52,Female,White,23520.0,635.0,0.417,8.2,15059.0,1,Medium,0.5374,0
A01267,22,Male,Hispanic,53166.0,657.0,0.587,11.5,3769.0,0,High,0.4563,1
A01268,67,Male,Hispanic,76960.0,512.0,0.05,10.3,22459.0,0,Low,0.4782,1
A01269,64,Female,Hispanic,71528.0,721.0,0.442,9.7,20067.0,0,Medium,0.4264,1
A01270,68,Female,Black,58579.0,636.0,0.61,10.4,19245.0,0,Medium,0.4922,1
A01271,36,Male,Asian,15000.0,809.0,0.583,8.4,6976.0,0,Low,0.2144,1
A01272,36,Female,Hispanic,37671.0,697.0,0.313,6.3,23877.0,0,Low,0.3992,1
A01273,23,Female,White,82618.0,696.0,0.364,2.0,16869.0,0,Medium,0.3709,1
A01274,48,Male,Asian,15000.0,662.0,0.381,6.1,16269.0,0,High,0.3902,1
A01275,49,Female,Other,55516.0,669.0,0.311,0.0,5421.0,1,High,0.508,0
A01276,40,Female,White,40665.0,713.0,0.489,3.9,5782.0,0,Medium,0.3247,1
A01277,56,Male,Hispanic,71344.0,762.0,0.109,6.3,58995.0,0,High,0.3652,1
A01278,53,Female,Hispanic,15000.0,560.0,0.436,6.2,6469.0,2,Low,0.5886,0
A01279,42,Male,Hispanic,47473.0,605.0,0.339,3.5,1000.0,0,Medium,0.4259,1
A01280,28,Female,White,58918.0,706.0,0.502,0.0,14146.0,1,Medium,0.4453,1
A01281,67,Female,Black,46209.0,677.0,0.516,3.8,16095.0,1,Medium,0.5679,0
A01282,44,Female,Other,70066.0,751.0,0.367,5.0,8831.0,0,High,0.3798,1
A01283,57,Male,White,16475.0,619.0,0.257,6.8,9782.0,0,Low,0.3466,1
A01284,40,Male,Hispanic,26950.0,794.0,0.506,8.8,16812.0,0,High,0.3706,1
A01285,32,Female,Black,46839.0,633.0,0.159,4.8,21644.0,1,Low,0.4777,1
A01286,40,Male,White,63421.0,651.0,0.192,4.5,4000.0,2,Medium,0.5193,0
A01287,40,Male,White,67818.0,779.0,0.339,3.4,14043.0,0,Low,0.2443,1
A01288,24,Male,Hispanic,59322.0,731.0,0.272,5.7,17983.0,0,High,0.4727,1
A01289,50,Female,White,32003.0,850.0,0.318,9.7,15610.0,0,Low,0.1808,1
A01290,51,Female,White,40074.0,765.0,0.304,1.8,11133.0,0,Medium,0.2762,1
A01291,42,Non-binary,Black,82642.0,796.0,0.346,0.0,7749.0,2,High,0.4763,1
A01292,35,Male,Black,105527.0,653.0,0.573,6.8,35298.0,2,Medium,0.6455,0
A01293,58,Male,White,70225.0,797.0,0.177,10.7,1000.0,0,Medium,0.1935,1
A01294,57,Female,Hispanic,63608.0,686.0,0.28,7.2,28253.0,0,Medium,0.3583,1
A01295,48,Female,Hispanic,26155.0,480.0,0.474,2.0,6575.0,0,Medium,0.5738,0
A01296,31,Male,White,59925.0,723.0,0.355,5.6,20403.0,0,High,0.3556,1
A01297,34,Male,Black,15000.0,730.0,0.204,6.2,18782.0,2,High,0.4682,1
A01298,31,Male,Black,87845.0,582.0,0.337,8.9,7605.0,1,Medium,0.4986,1
A01299,29,Female,White,69001.0,712.0,0.124,2.5,16077.0,0,Medium,0.3571,1
A01300,44,Male,Asian,53560.0,690.0,0.505,12.3,14029.0,0,High,0.4362,1
A01301,30,Non-binary,Black,26049.0,789.0,0.368,4.3,18277.0,2,High,0.4885,1
A01302,58,Female,White,59541.0,719.0,0.68,3.4,30820.0,0,Low,0.491,1
A01303,63,Male,White,17442.0,680.0,0.182,7.2,32229.0,0,Medium,0.3511,1
A01304,61,Male,Black,47139.0,560.0,0.25,0.4,10327.0,0,High,0.5171,0
A01305,57,Male,White,65375.0,503.0,0.376,14.2,21458.0,0,Low,0.3464,1
A01306,62,Female,White,37180.0,794.0,0.548,7.9,28187.0,0,High,0.4219,1
A01307,52,Female,White,53998.0,715.0,0.277,4.9,13670.0,0,Medium,0.2645,1
A01308,40,Male,Black,113258.0,658.0,0.244,2.1,23996.0,0,Medium,0.4381,1
A01309,34,Female,White,15000.0,730.0,0.361,5.2,41802.0,0,Low,0.3674,1
A01310,58,Female,Asian,35696.0,659.0,0.249,9.9,6598.0,1,Low,0.3652,1
A01311,24,Male,Black,48536.0,500.0,0.421,4.5,22786.0,0,Medium,0.5585,0
A01312,44,Male,Hispanic,41734.0,771.0,0.361,3.0,7922.0,0,Medium,0.4145,1
A01313,52,Male,Hispanic,66324.0,783.0,0.455,8.8,11749.0,0,Low,0.37,1
A01314,30,Male,Black,68508.0,650.0,0.484,1.8,13244.0,0,Medium,0.4596,1
A01315,63,Male,Hispanic,56125.0,676.0,0.405,6.9,22429.0,1,Low,0.486,1
A01316,36,Male,Black,58405.0,625.0,0.523,7.6,38262.0,0,High,0.5572,0
A01317,59,Male,White,15000.0,846.0,0.299,7.5,12029.0,0,High,0.2458,1
A01318,52,Non-binary,White,66816.0,788.0,0.133,7.7,28087.0,0,Medium,0.2946,1
A01319,38,Male,Asian,59833.0,607.0,0.188,2.2,8982.0,1,High,0.4944,1
A01320,45,Male,Black,37672.0,734.0,0.337,5.2,13606.0,0,High,0.4418,1
A01321,27,Female,White,95469.0,601.0,0.413,5.0,31128.0,1,Medium,0.5557,0
A01322,67,Male,White,53151.0,607.0,0.438,6.6,27569.0,1,Low,0.4835,1
A01323,38,Male,Black,60633.0,640.0,0.253,0.0,13882.0,1,Low,0.4635,1
A01324,67,Male,White,53977.0,625.0,0.48,0.4,11944.0,2,High,0.585,0
A01325,38,Non-binary,Other,15000.0,540.0,0.05,14.6,22686.0,0,Low,0.3394,1
A01326,23,Male,Black,29689.0,799.0,0.268,8.9,11459.0,0,Low,0.307,1
A01327,21,Female,White,48084.0,699.0,0.424,5.1,13201.0,0,Low,0.3221,1
A01328,53,Female,White,79553.0,820.0,0.487,6.3,13985.0,0,Medium,0.2736,1
A01329,27,Female,White,43554.0,665.0,0.464,14.1,16217.0,0,Medium,0.3386,1
A01330,30,Female,White,60149.0,548.0,0.49,0.0,12167.0,1,Medium,0.5404,0
A01331,64,Male,Asian,66368.0,772.0,0.376,6.5,1653.0,2,Low,0.3132,1
A01332,28,Male,Asian,35012.0,704.0,0.332,4.6,33521.0,0,Low,0.2966,1
A01333,52,Male,Other,31602.0,656.0,0.068,11.0,26209.0,0,Low,0.2795,1
A01334,43,Male,Hispanic,38009.0,788.0,0.314,8.3,17127.0,1,Medium,0.3905,1
A01335,37,Non-binary,Black,36430.0,559.0,0.178,14.7,10614.0,1,Medium,0.4347,1
A01336,34,Female,Asian,27814.0,768.0,0.442,9.3,30030.0,0,Low,0.3585,1
A01337,37,Male,Asian,76556.0,745.0,0.145,4.2,22676.0,0,Low,0.2711,1
A01338,45,Female,Asian,69636.0,701.0,0.327,5.1,11513.0,0,High,0.4342,1
A01339,41,Non-binary,Asian,27927.0,547.0,0.171,8.7,23075.0,0,High,0.5027,0
A01340,26,Non-binary,Hispanic,59188.0,764.0,0.348,11.8,18807.0,0,Low,0.2654,1
A01341,40,Female,White,46948.0,747.0,0.33,3.2,19343.0,1,Medium,0.3976,1
A01342,69,Male,White,52007.0,704.0,0.087,7.0,26620.0,0,Medium,0.226,1
A01343,40,Male,Black,55837.0,675.0,0.402,0.0,23010.0,1,Low,0.5903,0
A01344,46,Male,Black,18017.0,578.0,0.307,4.8,26539.0,1,High,0.5978,0
A01345,52,Male,Hispanic,15000.0,579.0,0.354,12.9,36328.0,0,Low,0.4564,1
A01346,28,Male,Hispanic,55500.0,610.0,0.288,12.1,23836.0,0,Low,0.4204,1
A01347,65,Female,Black,45293.0,538.0,0.242,9.0,41514.0,0,Low,0.597,0
A01348,68,Female,White,49435.0,541.0,0.464,13.1,29943.0,0,High,0.4706,1
A01349,64,Female,White,38763.0,640.0,0.505,5.0,15543.0,0,Medium,0.4664,1
A01350,49,Female,White,54697.0,560.0,0.495,5.7,2861.0,0,Medium,0.3724,1
A01351,37,Female,White,15000.0,659.0,0.145,4.9,30042.0,2,Medium,0.4767,1
A01352,38,Male,Black,55650.0,686.0,0.558,8.6,5082.0,0,Low,0.3936,1
A01353,60,Female,White,15000.0,550.0,0.434,17.7,19553.0,0,High,0.4751,1
A01354,38,Male,White,36532.0,754.0,0.537,7.5,25225.0,0,Low,0.3892,1
A01355,31,Female,White,42854.0,771.0,0.535,1.4,7272.0,1,Low,0.4308,1
A01356,65,Male,Hispanic,15000.0,483.0,0.402,1.6,11702.0,0,High,0.5864,0
A01357,32,Female,White,86581.0,802.0,0.231,2.5,7359.0,1,High,0.4106,1
A01358,35,Female,Asian,52542.0,730.0,0.236,2.8,38647.0,0,Medium,0.4176,1
A01359,46,Female,White,36037.0,688.0,0.248,2.4,25344.0,1,Medium,0.4245,1
A01360,23,Male,White,102031.0,812.0,0.323,6.9,10764.0,0,High,0.2188,1
A01361,23,Male,Black,60502.0,690.0,0.202,0.3,2598.0,0,High,0.4294,1
A01362,58,Female,Other,63718.0,610.0,0.093,8.0,9283.0,1,High,0.4771,1
A01363,55,Male,Black,48960.0,546.0,0.097,10.0,11718.0,1,Low,0.4726,1
A01364,29,Female,Hispanic,41052.0,669.0,0.345,3.5,12451.0,1,High,0.6307,0
A01365,63,Female,Hispanic,59711.0,669.0,0.31,7.4,25919.0,0,Low,0.4626,1
A01366,60,Male,Hispanic,15000.0,527.0,0.426,8.7,3892.0,0,Medium,0.3784,1
A01367,24,Male,White,15000.0,648.0,0.323,9.5,28873.0,0,Low,0.3297,1
A01368,40,Female,Hispanic,16890.0,818.0,0.523,6.4,1000.0,1,Low,0.4297,1
A01369,35,Male,Asian,15000.0,725.0,0.262,2.2,17250.0,0,Medium,0.3201,1
A01370,49,Male,Hispanic,66139.0,559.0,0.4,6.4,11039.0,1,Low,0.5731,0
A01371,25,Male,Asian,35230.0,707.0,0.433,5.4,27946.0,0,Low,0.4134,1
A01372,59,Male,Black,83416.0,743.0,0.358,6.6,32404.0,0,Low,0.4035,1
A01373,60,Male,White,47707.0,773.0,0.502,2.0,26088.0,0,High,0.4227,1
A01374,27,Male,Hispanic,31015.0,733.0,0.429,0.0,22426.0,0,Low,0.3472,1
A01375,28,Female,Black,49172.0,785.0,0.471,0.0,15314.0,0,Low,0.397,1
A01376,52,Female,Asian,78631.0,748.0,0.254,0.0,31413.0,1,Medium,0.4175,1
A01377,56,Female,Other,44594.0,658.0,0.317,0.0,7994.0,0,High,0.3938,1
A01378,53,Male,Hispanic,82025.0,710.0,0.05,10.1,22471.0,0,Medium,0.3211,1
A01379,57,Female,Other,78258.0,659.0,0.341,7.0,28846.0,2,High,0.6138,0
A01380,52,Female,White,36502.0,716.0,0.144,6.2,27161.0,0,Low,0.3974,1
A01381,63,Male,Asian,38591.0,746.0,0.702,4.6,23288.0,0,Medium,0.4034,1
A01382,56,Female,White,37208.0,673.0,0.395,0.0,23016.0,1,High,0.5728,0
A01383,54,Male,White,20699.0,707.0,0.29,7.5,26922.0,1,Medium,0.4494,1
A01384,69,Male,Black,15000.0,637.0,0.463,6.9,16671.0,1,Low,0.4911,1
A01385,45,Non-binary,Black,38332.0,653.0,0.141,6.2,32267.0,1,Medium,0.4053,1
A01386,64,Male,Asian,15000.0,674.0,0.276,2.9,38570.0,0,High,0.4726,1
A01387,52,Female,Black,22320.0,630.0,0.298,3.2,1000.0,0,High,0.5221,0
A01388,22,Male,Asian,62567.0,799.0,0.447,8.1,14061.0,1,Low,0.3274,1
A01389,29,Female,White,15656.0,734.0,0.203,2.9,6843.0,1,Low,0.3586,1
A01390,58,Male,Asian,82428.0,747.0,0.245,10.3,11475.0,0,High,0.2655,1
A01391,49,Male,Hispanic,65146.0,730.0,0.367,12.4,19238.0,1,Low,0.3985,1
A01392,58,Female,Hispanic,96504.0,695.0,0.445,10.5,22710.0,1,Medium,0.5011,0
A01393,38,Female,White,101787.0,570.0,0.382,6.4,16349.0,0,Low,0.4712,1
A01394,42,Female,Hispanic,68689.0,781.0,0.214,5.6,24357.0,2,Low,0.437,1
A01395,55,Female,Black,35352.0,850.0,0.366,6.4,10634.0,0,High,0.4255,1
A01396,35,Male,Hispanic,15000.0,740.0,0.247,8.7,13952.0,0,Medium,0.2941,1
A01397,27,Male,Black,15000.0,609.0,0.209,11.8,24459.0,0,Medium,0.4046,1
A01398,33,Female,White,99141.0,733.0,0.411,8.2,14693.0,1,Low,0.3785,1
A01399,62,Female,White,15000.0,608.0,0.432,0.0,5110.0,0,High,0.5185,0
A01400,56,Male,White,44639.0,637.0,0.348,2.3,40317.0,1,Low,0.5678,0
A01401,36,Female,Asian,80120.0,462.0,0.427,5.4,27382.0,1,Medium,0.6532,0
A01402,61,Female,Black,28156.0,803.0,0.465,9.9,19631.0,0,Low,0.3525,1
A01403,41,Female,Hispanic,83004.0,709.0,0.05,15.2,26923.0,2,Medium,0.3941,1
A01404,48,Male,Black,48443.0,732.0,0.412,6.3,22173.0,1,Medium,0.4381,1
A01405,30,Male,Other,55503.0,751.0,0.582,8.7,2118.0,0,Medium,0.268,1
A01406,39,Male,White,42854.0,723.0,0.307,0.0,19532.0,0,High,0.4054,1
A01407,37,Male,White,27075.0,768.0,0.581,3.2,10766.0,0,Medium,0.2963,1
A01408,21,Male,Hispanic,67408.0,803.0,0.397,7.4,19129.0,0,Low,0.2768,1
A01409,33,Male,Hispanic,64317.0,677.0,0.362,0.0,22044.0,1,Low,0.4846,1
A01410,56,Male,Black,68517.0,530.0,0.39,7.0,27521.0,1,Low,0.5913,0
A01411,67,Male,White,75413.0,604.0,0.122,4.5,8142.0,0,High,0.3708,1
A01412,62,Male,White,39400.0,736.0,0.601,6.2,8509.0,1,Low,0.3864,1
A01413,40,Male,Black,64305.0,588.0,0.275,3.1,13258.0,0,Low,0.3967,1
A01414,61,Male,Hispanic,72704.0,674.0,0.17,8.1,32642.0,0,Medium,0.3845,1
A01415,60,Male,Black,60481.0,850.0,0.27,10.2,14365.0,1,Low,0.2835,1
A01416,26,Male,White,39955.0,774.0,0.353,9.0,23349.0,0,High,0.3642,1
A01417,43,Female,Black,59189.0,499.0,0.519,8.9,17441.0,0,Medium,0.6198,0
A01418,62,Female,White,15000.0,850.0,0.339,8.3,14047.0,1,Low,0.2683,1
A01419,44,Male,Hispanic,59714.0,803.0,0.302,5.9,19344.0,0,Medium,0.3664,1
A01420,69,Female,Hispanic,22475.0,740.0,0.304,4.2,25919.0,2,Medium,0.5924,0
A01421,25,Male,White,50766.0,692.0,0.147,9.7,24738.0,0,High,0.3445,1
A01422,52,Female,White,39831.0,556.0,0.271,2.5,5912.0,0,High,0.4504,1
A01423,66,Male,White,51513.0,646.0,0.261,8.0,21350.0,0,Low,0.2296,1
A01424,37,Female,Other,15000.0,502.0,0.388,7.9,34305.0,0,Low,0.514,0
A01425,31,Male,Black,67932.0,766.0,0.092,1.8,21049.0,1,Medium,0.4024,1
A01426,47,Male,Black,73069.0,697.0,0.284,2.2,29309.0,0,Medium,0.4536,1
A01427,24,Male,Black,25856.0,613.0,0.546,8.0,35405.0,0,Low,0.4279,1
A01428,43,Female,Other,16246.0,771.0,0.413,6.8,19640.0,1,High,0.5002,0
A01429,43,Male,Hispanic,27540.0,710.0,0.491,7.4,17380.0,0,Medium,0.428,1
A01430,69,Male,White,68853.0,828.0,0.291,5.1,22298.0,1,Medium,0.3306,1
A01431,54,Male,White,48640.0,640.0,0.6,12.1,30873.0,2,Low,0.497,1
A01432,41,Female,Hispanic,45185.0,805.0,0.47,8.4,16409.0,0,Low,0.3422,1
A01433,42,Male,White,46546.0,700.0,0.36,11.4,6533.0,1,Medium,0.3016,1
A01434,21,Female,White,33525.0,610.0,0.447,4.9,21598.0,1,Medium,0.4706,1
A01435,52,Male,Other,58612.0,733.0,0.165,10.0,27283.0,1,High,0.3469,1
A01436,48,Female,Asian,88183.0,687.0,0.162,4.7,21996.0,0,Medium,0.3526,1
A01437,38,Male,Asian,27934.0,721.0,0.471,4.7,22389.0,1,Medium,0.3866,1
A01438,27,Male,White,65903.0,591.0,0.52,1.1,17614.0,0,Medium,0.437,1
A01439,58,Female,White,48945.0,472.0,0.212,7.8,15651.0,0,Low,0.49,1
A01440,26,Female,White,48741.0,635.0,0.478,1.9,30708.0,0,Medium,0.4703,1
A01441,34,Non-binary,Asian,84742.0,731.0,0.43,3.5,1000.0,0,High,0.3402,1
A01442,50,Female,Hispanic,75053.0,729.0,0.231,0.6,18917.0,1,Medium,0.465,1
A01443,64,Male,Asian,50513.0,639.0,0.201,0.0,8177.0,0,Low,0.4039,1
A01444,66,Female,Asian,73520.0,701.0,0.242,5.7,17673.0,1,Medium,0.4646,1
A01445,34,Female,Hispanic,15000.0,645.0,0.277,3.1,20640.0,0,Medium,0.3511,1
A01446,64,Male,White,15000.0,668.0,0.29,7.3,23059.0,0,Medium,0.3111,1
A01447,61,Male,White,32725.0,794.0,0.111,5.8,19418.0,2,High,0.4258,1
A01448,29,Male,White,25160.0,560.0,0.277,10.2,31906.0,0,Low,0.4811,1
A01449,51,Male,White,44260.0,850.0,0.398,13.7,19056.0,0,Medium,0.1894,1
A01450,22,Male,White,78835.0,696.0,0.449,10.6,7386.0,0,High,0.3425,1
A01451,38,Non-binary,Hispanic,45080.0,850.0,0.261,6.1,28348.0,0,Medium,0.2653,1
A01452,25,Female,White,73802.0,848.0,0.574,8.7,21366.0,0,High,0.358,1
A01453,46,Female,Hispanic,73244.0,475.0,0.353,11.3,8403.0,1,Low,0.5921,0
A01454,43,Male,Hispanic,15000.0,697.0,0.73,4.0,25309.0,0,Low,0.4854,1
A01455,32,Male,White,68295.0,592.0,0.238,9.6,12417.0,1,Low,0.4043,1
A01456,34,Female,White,79983.0,668.0,0.404,11.2,27353.0,0,High,0.5157,0
A01457,33,Female,White,81722.0,721.0,0.337,6.3,5385.0,0,High,0.3794,1
A01458,55,Female,White,48368.0,811.0,0.25,7.9,16750.0,1,Low,0.378,1
A01459,67,Female,Black,53109.0,582.0,0.479,14.2,22302.0,0,Low,0.5002,0
A01460,35,Male,Hispanic,54744.0,850.0,0.464,3.5,7333.0,2,Low,0.4223,1
A01461,55,Male,Black,49319.0,628.0,0.312,4.9,23232.0,1,Medium,0.5364,0
A01462,39,Male,White,25506.0,559.0,0.398,8.2,28328.0,0,Low,0.3307,1
A01463,35,Male,Black,31198.0,779.0,0.389,2.5,15964.0,0,Low,0.3541,1
A01464,28,Male,Black,66850.0,691.0,0.311,5.7,21930.0,0,Medium,0.2794,1
A01465,43,Female,White,47924.0,850.0,0.237,1.1,10046.0,0,Medium,0.2017,1
A01466,33,Non-binary,White,54245.0,591.0,0.35,0.0,46614.0,0,Medium,0.4403,1
A01467,43,Female,Asian,79033.0,697.0,0.321,7.0,18062.0,2,Medium,0.4995,1
A01468,51,Female,White,53634.0,794.0,0.191,0.7,21312.0,0,Medium,0.3137,1
A01469,50,Non-binary,Hispanic,23172.0,604.0,0.449,2.3,15320.0,0,Low,0.3968,1
A01470,62,Female,White,106900.0,795.0,0.357,10.1,11394.0,1,Medium,0.3223,1
A01471,22,Female,White,44286.0,716.0,0.33,6.7,27644.0,0,Medium,0.3456,1
A01472,31,Male,Black,42840.0,590.0,0.126,5.9,1000.0,0,Medium,0.4652,1
A01473,45,Male,Asian,58878.0,794.0,0.398,4.5,1000.0,0,Low,0.2418,1
A01474,49,Male,Hispanic,48226.0,662.0,0.127,12.2,21202.0,0,Low,0.2729,1
A01475,42,Male,White,50206.0,787.0,0.371,15.0,14323.0,0,High,0.3103,1
A01476,39,Female,Asian,37532.0,617.0,0.478,8.4,26454.0,0,Low,0.4306,1
A01477,29,Male,Black,76037.0,549.0,0.599,0.0,12820.0,1,Medium,0.6602,0
A01478,61,Male,White,79696.0,640.0,0.36,5.9,1285.0,0,Low,0.3688,1
A01479,58,Male,White,97240.0,669.0,0.614,1.8,17336.0,1,High,0.5124,0
A01480,49,Male,Black,100928.0,698.0,0.46,4.2,15320.0,0,High,0.4601,1
A01481,30,Male,Black,15000.0,728.0,0.421,7.9,7175.0,0,High,0.4006,1
A01482,42,Male,White,67036.0,850.0,0.517,6.4,25863.0,0,Medium,0.3051,1
A01483,44,Male,Asian,22192.0,671.0,0.551,0.5,21569.0,0,Medium,0.4769,1
A01484,28,Male,Hispanic,83966.0,840.0,0.474,3.2,8142.0,0,Low,0.3668,1
A01485,67,Female,Hispanic,59869.0,772.0,0.329,10.6,2671.0,0,Low,0.299,1
A01486,26,Male,Black,33549.0,673.0,0.27,12.4,21551.0,0,Low,0.4265,1
A01487,27,Female,Hispanic,23396.0,708.0,0.156,11.5,8437.0,1,Medium,0.4098,1
A01488,40,Male,White,35432.0,716.0,0.375,0.6,8406.0,2,High,0.5186,0
A01489,37,Male,Hispanic,31683.0,772.0,0.527,4.6,16909.0,0,Low,0.3323,1
A01490,56,Female,Other,85050.0,786.0,0.206,3.1,18475.0,2,Medium,0.4601,1
A01491,28,Male,Black,53584.0,554.0,0.189,8.7,23029.0,0,Medium,0.5098,0
A01492,33,Male,White,26915.0,768.0,0.62,4.8,28570.0,0,Low,0.4048,1
