case_id,age,gender,race,prior_offenses,charge_severity,employed,education_level,community_ties,ai_recidivism_score,ai_recommends_detention
J01673,51,Female,Hispanic,4,Medium,0,HS Diploma,1,0.719,1
J01674,38,Male,White,0,Medium,0,College+,1,0.3912,0
J01675,40,Male,Black,1,High,1,College+,1,0.4345,0
J01676,26,Male,White,1,Medium,0,College+,0,0.5646,1
J01677,57,Male,Black,0,Low,0,No HS,1,0.5328,0
J01678,43,Male,White,0,Medium,1,No HS,1,0.3446,0
J01679,60,Male,White,3,Medium,0,No HS,0,0.7774,1
J01680,39,Male,Black,2,Low,0,College+,1,0.51,0
J01681,30,Male,Hispanic,0,Medium,0,College+,0,0.4984,0
J01682,42,Male,Black,2,High,1,Some College,1,0.5427,0
J01683,24,Male,Hispanic,2,Low,0,Some College,1,0.5146,0
J01684,44,Female,Hispanic,0,Medium,0,HS Diploma,0,0.5159,0
J01685,32,Male,White,1,High,1,Some College,0,0.5742,1
J01686,29,Male,Hispanic,0,High,1,Some College,1,0.3404,0
J01687,62,Male,Black,1,Low,0,College+,1,0.4528,0
J01688,50,Female,Black,1,High,0,Some College,1,0.6013,1
J01689,38,Male,White,1,Low,0,HS Diploma,1,0.4451,0
J01690,42,Male,Black,1,High,1,HS Diploma,1,0.5638,1
J01691,57,Male,White,0,Low,0,HS Diploma,1,0.3857,0
J01692,64,Male,Hispanic,0,Low,0,Some College,0,0.4448,0
J01693,39,Male,Asian,1,Low,1,No HS,1,0.2657,0
J01694,31,Male,Black,3,Low,1,HS Diploma,0,0.7107,1
J01695,25,Male,Black,2,Low,0,No HS,0,0.728,1
J01696,41,Female,Black,0,Medium,1,College+,1,0.1756,0
J01697,20,Male,White,0,Medium,1,HS Diploma,1,0.2779,0
J01698,29,Male,White,0,Medium,0,Some College,1,0.3696,0
J01699,64,Female,Asian,2,High,1,No HS,1,0.5671,1
J01700,39,Male,White,4,Low,1,HS Diploma,0,0.5881,1
J01701,33,Male,Black,0,Low,0,College+,0,0.5024,0
J01702,24,Male,Black,0,Medium,1,Some College,1,0.305,0
J01703,35,Female,Hispanic,3,Low,0,No HS,1,0.5949,1
J01704,62,Male,White,2,Low,1,College+,1,0.2853,0
J01705,40,Male,Asian,2,High,1,College+,1,0.3888,0
J01706,43,Male,Black,0,Low,1,Some College,1,0.2455,0
J01707,55,Male,Asian,1,Medium,1,Some College,1,0.3443,0
J01708,19,Male,Black,0,Low,0,No HS,0,0.5647,1
J01709,19,Female,White,0,High,0,Some College,1,0.4598,0
J01710,39,Male,White,0,Low,1,No HS,1,0.262,0
J01711,55,Male,Other,3,Medium,1,College+,1,0.388,0
J01712,59,Male,White,0,High,1,Some College,1,0.383,0
J01713,45,Female,Black,1,Low,0,No HS,1,0.5499,0
J01714,34,Female,Black,4,Low,1,No HS,0,0.7528,1
J01715,35,Male,Black,0,Medium,1,HS Diploma,0,0.4257,0
J01716,19,Male,Black,2,Medium,1,No HS,1,0.571,1
J01717,52,Female,Black,1,Medium,1,College+,1,0.3538,0
J01718,32,Female,White,0,Medium,1,No HS,1,0.2897,0
J01719,32,Male,Hispanic,0,High,0,HS Diploma,0,0.7455,1
J01720,61,Male,White,0,Medium,1,Some College,1,0.2032,0
J01721,62,Female,White,0,Low,1,Some College,1,0.1131,0
J01722,51,Male,White,1,High,0,Some College,1,0.5866,1
J01723,32,Female,Black,2,Low,1,No HS,0,0.5687,1
J01724,35,Male,Hispanic,0,Medium,0,HS Diploma,0,0.589,1
J01725,30,Male,White,1,Low,0,HS Diploma,1,0.4312,0
J01726,55,Male,Black,2,High,0,No HS,1,0.7397,1
J01727,25,Male,Black,1,Medium,1,HS Diploma,1,0.4236,0
J01728,33,Female,Hispanic,1,Medium,1,Some College,0,0.4322,0
J01729,37,Male,Asian,1,Medium,1,No HS,0,0.5166,0
J01730,43,Male,Hispanic,2,High,1,No HS,0,0.7004,1
J01731,52,Female,Black,0,High,1,No HS,1,0.487,0
J01732,34,Female,Hispanic,1,Medium,0,No HS,1,0.589,1
J01733,43,Male,Black,4,Medium,0,College+,1,0.7358,1
J01734,35,Male,White,1,Low,1,College+,0,0.2857,0
J01735,61,Male,Hispanic,1,Medium,1,HS Diploma,1,0.3658,0
J01736,24,Male,Black,1,Low,0,Some College,0,0.5365,0
J01737,61,Male,White,0,Medium,0,College+,0,0.4483,0
J01738,52,Male,White,1,Medium,0,HS Diploma,0,0.5074,0
J01739,29,Male,White,2,Low,1,Some College,1,0.3455,0
J01740,64,Male,Hispanic,1,Low,1,College+,1,0.2294,0
J01741,61,Male,Black,0,High,0,HS Diploma,0,0.7212,1
J01742,58,Male,White,1,Medium,1,College+,1,0.3077,0
J01743,18,Male,Hispanic,0,Low,1,HS Diploma,1,0.2021,0
J01744,42,Male,Black,0,Low,0,College+,0,0.4673,0
J01745,33,Male,Hispanic,0,Medium,1,College+,1,0.2356,0
J01746,32,Male,Asian,0,High,1,College+,0,0.3173,0
J01747,28,Male,White,2,Low,0,No HS,1,0.6118,1
J01748,54,Male,Black,2,High,0,Some College,1,0.6773,1
J01749,56,Female,Hispanic,1,Low,1,HS Diploma,1,0.3351,0
J01750,20,Male,Black,2,High,0,Some College,1,0.67,1
J01751,62,Male,Black,4,High,1,No HS,1,0.7564,1
J01752,62,Female,Asian,1,Medium,0,HS Diploma,0,0.502,0
J01753,59,Male,White,4,High,0,HS Diploma,1,0.7725,1
J01754,56,Male,Hispanic,0,Medium,0,Some College,0,0.498,0
J01755,37,Male,Other,4,Low,0,Some College,1,0.6314,1
J01756,40,Male,White,2,High,0,No HS,1,0.81,1
J01757,32,Male,Black,0,Low,1,HS Diploma,1,0.337,0
J01758,35,Male,Other,0,Medium,0,College+,1,0.3366,0
J01759,56,Male,White,2,Medium,1,No HS,1,0.4651,0
J01760,52,Male,Black,0,Low,1,HS Diploma,0,0.3694,0
J01761,46,Male,Black,1,High,1,HS Diploma,1,0.4418,0
J01762,37,Male,Hispanic,1,Low,1,HS Diploma,1,0.3329,0
J01763,59,Male,White,0,Medium,1,No HS,0,0.4464,0
J01764,32,Female,White,0,Low,1,HS Diploma,1,0.1134,0
J01765,49,Female,Black,1,High,1,Some College,1,0.3924,0
J01766,29,Male,White,0,Low,0,Some College,0,0.3992,0
J01767,29,Female,White,0,Low,1,Some College,0,0.2462,0
J01768,42,Male,White,2,Low,0,No HS,0,0.6118,1
J01769,51,Male,Asian,1,High,0,Some College,1,0.5075,0
J01770,25,Male,White,1,Low,0,HS Diploma,0,0.4902,0
J01771,41,Male,Asian,0,Medium,1,College+,0,0.3031,0
J01772,62,Male,White,1,High,0,HS Diploma,1,0.5605,1
J01773,18,Male,Hispanic,1,Low,1,College+,0,0.4064,0
J01774,42,Female,Hispanic,1,High,1,Some College,1,0.402,0
J01775,51,Male,White,0,Low,1,HS Diploma,1,0.1679,0
J01776,31,Male,Black,2,High,0,Some College,1,0.7175,1
J01777,53,Male,White,2,High,1,No HS,0,0.7148,1
J01778,23,Male,Asian,0,Low,0,Some College,0,0.424,0
J01779,62,Male,Black,1,Medium,1,College+,0,0.376,0
J01780,26,Male,White,0,Medium,0,Some College,0,0.4952,0
J01781,18,Female,Hispanic,0,Medium,0,College+,0,0.4953,0
J01782,26,Male,Asian,2,Medium,0,No HS,1,0.6689,1
J01783,41,Male,Hispanic,2,High,0,Some College,0,0.8448,1
J01784,56,Male,White,1,Low,0,Some College,1,0.465,0
J01785,35,Male,Black,2,High,1,HS Diploma,1,0.609,1
J01786,56,Male,Hispanic,2,Low,0,HS Diploma,0,0.6367,1
J01787,35,Male,Hispanic,2,Medium,1,College+,0,0.4626,0
J01788,58,Male,White,3,Low,1,Some College,1,0.3274,0
J01789,45,Female,White,2,High,0,College+,1,0.5267,0
J01790,19,Female,Asian,2,Medium,0,Some College,1,0.4642,0
J01791,54,Male,White,1,Medium,0,Some College,1,0.4077,0
J01792,58,Female,Black,2,Low,0,No HS,1,0.609,1
J01793,53,Male,Hispanic,0,Medium,1,Some College,0,0.383,0
J01794,41,Male,Other,2,Low,1,HS Diploma,1,0.3431,0
J01795,52,Male,Black,2,Low,0,HS Diploma,1,0.5407,0
J01796,23,Male,Black,0,Low,1,College+,0,0.3174,0
J01797,34,Female,Black,0,High,0,College+,1,0.4585,0
J01798,47,Male,White,0,Medium,0,Some College,1,0.4339,0
J01799,25,Female,White,0,Medium,1,HS Diploma,1,0.1371,0
J01800,59,Female,Black,1,High,1,HS Diploma,0,0.5673,1
J01801,27,Male,White,1,Medium,0,No HS,1,0.5697,1
J01802,33,Male,White,0,Medium,1,Some College,1,0.1725,0
J01803,55,Male,White,0,Medium,0,College+,1,0.3876,0
J01804,43,Male,Black,0,Low,1,College+,1,0.2407,0
J01805,48,Male,Other,0,Medium,1,Some College,1,0.2929,0
J01806,25,Male,Other,1,High,0,College+,1,0.5613,1
J01807,52,Female,Black,0,High,0,College+,0,0.6141,1
J01808,51,Female,Hispanic,1,Medium,1,HS Diploma,1,0.3655,0
J01809,27,Male,Asian,0,Low,0,Some College,1,0.2518,0
J01810,57,Male,Hispanic,2,Medium,1,HS Diploma,0,0.6289,1
J01811,61,Male,Black,3,Low,0,No HS,1,0.6889,1
J01812,29,Female,Hispanic,1,Low,1,HS Diploma,0,0.3761,0
J01813,58,Male,White,0,Low,0,Some College,1,0.2842,0
J01814,44,Female,Black,0,Low,1,Some College,1,0.178,0
J01815,36,Female,Black,3,Low,1,College+,0,0.531,0
J01816,43,Male,Black,2,Medium,1,Some College,0,0.6012,1
J01817,32,Female,Hispanic,0,Low,0,No HS,1,0.4406,0
J01818,48,Male,White,0,Low,0,HS Diploma,0,0.4403,0
J01819,63,Male,Hispanic,0,Low,1,No HS,0,0.3419,0
J01820,54,Male,White,0,Medium,0,College+,1,0.3321,0
J01821,35,Male,White,2,Medium,1,College+,1,0.3884,0
J01822,46,Male,Black,1,Medium,1,HS Diploma,1,0.4102,0
J01823,61,Female,White,4,High,1,Some College,1,0.5625,1
J01824,44,Male,Other,0,High,1,HS Diploma,0,0.4993,0
J01825,55,Male,White,2,Medium,0,HS Diploma,0,0.6639,1
J01826,37,Female,White,0,High,0,College+,1,0.4444,0
J01827,38,Female,White,1,Low,1,HS Diploma,1,0.1901,0
J01828,46,Male,White,1,Low,0,Some College,1,0.383,0
J01829,60,Male,White,2,Medium,0,Some College,1,0.538,0
J01830,32,Male,Black,2,Low,0,Some College,1,0.5367,0
J01831,39,Male,White,0,Medium,1,College+,0,0.3387,0
J01832,40,Male,Hispanic,4,Low,1,Some College,0,0.6117,1
J01833,21,Male,Hispanic,2,Low,0,Some College,0,0.6375,1
J01834,41,Male,Black,0,Low,0,Some College,1,0.3872,0
J01835,31,Female,Other,2,Medium,0,No HS,0,0.6843,1
J01836,54,Male,Hispanic,4,Low,1,HS Diploma,1,0.5642,1
J01837,38,Female,White,3,Medium,0,Some College,0,0.6227,1
J01838,60,Female,Other,1,High,1,No HS,1,0.4366,0
J01839,56,Male,Hispanic,1,Low,1,Some College,0,0.38,0
J01840,30,Male,Hispanic,0,Medium,0,No HS,0,0.6369,1
J01841,36,Male,Hispanic,0,Medium,0,HS Diploma,1,0.4744,0
J01842,43,Male,Black,4,Medium,0,Some College,0,0.7954,1
J01843,53,Male,Other,2,Medium,0,Some College,0,0.6654,1
J01844,61,Male,Black,0,Medium,0,Some College,1,0.4629,0
J01845,63,Male,White,1,High,0,HS Diploma,1,0.5377,0
J01846,50,Female,White,0,High,0,HS Diploma,0,0.559,1
J01847,57,Male,White,0,Medium,1,Some College,0,0.3882,0
J01848,33,Male,White,1,Medium,0,HS Diploma,1,0.464,0
J01849,36,Female,White,0,Medium,1,No HS,0,0.464,0
J01850,54,Male,White,0,Low,0,No HS,1,0.3834,0
J01851,31,Female,White,3,High,0,HS Diploma,1,0.7626,1
J01852,61,Female,Hispanic,0,Low,1,No HS,0,0.4217,0
J01853,61,Male,Hispanic,1,Low,1,HS Diploma,1,0.3308,0
J01854,47,Male,White,1,Medium,0,HS Diploma,0,0.54,0
J01855,48,Male,White,1,Medium,1,HS Diploma,0,0.4056,0
J01856,37,Female,White,1,Medium,1,Some College,0,0.3492,0
J01857,61,Female,Black,0,Medium,1,HS Diploma,0,0.4288,0
J01858,60,Male,White,3,High,0,College+,1,0.6247,1
J01859,64,Female,Hispanic,1,Medium,0,College+,1,0.3638,0
J01860,24,Male,Asian,1,Medium,0,College+,0,0.5087,0
J01861,59,Female,White,1,Medium,0,HS Diploma,0,0.5128,0
J01862,54,Male,White,1,Medium,0,No HS,1,0.5205,0
J01863,64,Female,Hispanic,0,Medium,1,College+,0,0.278,0
J01864,19,Male,Black,1,Low,0,HS Diploma,1,0.5078,0
J01865,39,Male,White,1,Low,1,Some College,1,0.2507,0
J01866,30,Male,White,1,Low,0,College+,0,0.4934,0
J01867,63,Male,Black,0,Medium,0,Some College,1,0.4129,0
J01868,55,Male,White,0,Medium,0,Some College,0,0.4537,0
J01869,48,Male,White,2,Medium,1,HS Diploma,1,0.439,0
J01870,18,Male,Black,1,High,1,HS Diploma,0,0.6319,1
J01871,64,Male,Black,2,Medium,0,Some College,1,0.5739,1
J01872,60,Male,White,0,Low,0,Some College,1,0.3388,0
J01873,30,Female,Hispanic,1,Low,1,College+,0,0.3061,0
J01874,34,Male,White,0,Low,1,College+,0,0.278,0
J01875,21,Male,White,2,Low,0,College+,1,0.4153,0
J01876,60,Male,White,0,Low,0,College+,1,0.2398,0
J01877,48,Male,Black,0,Low,0,Some College,1,0.3705,0
J01878,50,Male,Black,0,High,1,Some College,0,0.4575,0
J01879,31,Male,Hispanic,1,High,0,Some College,0,0.767,1
J01880,38,Female,White,0,Medium,1,HS Diploma,0,0.3209,0
J01881,39,Male,Other,0,Medium,1,HS Diploma,0,0.2925,0
J01882,22,Male,Black,1,Medium,0,Some College,1,0.5763,1
J01883,54,Male,White,0,Low,0,College+,0,0.3167,0
J01884,49,Female,White,2,High,0,College+,1,0.5671,1
J01885,20,Male,White,3,Low,0,No HS,1,0.6055,1
J01886,58,Male,White,2,High,1,HS Diploma,1,0.5361,0
J01887,30,Female,Asian,4,Medium,0,HS Diploma,0,0.719,1
J01888,28,Male,White,3,Low,0,HS Diploma,1,0.5761,1
J01889,59,Female,White,3,Low,0,No HS,1,0.5531,1
J01890,55,Female,Black,0,Medium,0,HS Diploma,0,0.4933,0
J01891,41,Male,Black,0,Low,0,Some College,1,0.4139,0
J01892,26,Male,Black,2,Medium,0,HS Diploma,1,0.6477,1
J01893,30,Male,White,1,Low,1,College+,0,0.2602,0
J01894,39,Male,White,3,Medium,0,HS Diploma,0,0.7186,1
J01895,35,Male,Hispanic,3,Medium,0,No HS,0,0.8861,1
J01896,27,Female,Black,3,Low,0,College+,1,0.536,0
J01897,64,Male,White,0,Low,0,College+,1,0.2833,0
J01898,29,Male,White,0,High,1,College+,1,0.2852,0
J01899,47,Female,White,1,Medium,0,HS Diploma,0,0.5893,1
J01900,64,Male,Black,1,Medium,1,College+,1,0.294,0
J01901,63,Male,Hispanic,3,Medium,1,Some College,1,0.4516,0
J01902,36,Male,Black,2,High,1,HS Diploma,1,0.6258,1
J01903,36,Male,Black,3,Medium,1,Some College,0,0.6798,1
J01904,27,Female,Hispanic,1,Low,1,HS Diploma,1,0.3045,0
J01905,18,Male,Hispanic,1,Medium,0,HS Diploma,0,0.6949,1
J01906,24,Female,Black,2,Medium,0,HS Diploma,1,0.6519,1
J01907,28,Male,Black,1,Low,1,No HS,1,0.4267,0
J01908,21,Female,Black,3,Medium,0,HS Diploma,1,0.6132,1
J01909,53,Male,Black,0,High,0,Some College,1,0.5601,1
J01910,38,Male,White,0,Medium,1,HS Diploma,1,0.249,0
J01911,39,Male,Black,2,High,0,No HS,0,0.9362,1
J01912,27,Male,Black,0,Medium,1,HS Diploma,1,0.3781,0
J01913,40,Female,White,0,Low,0,HS Diploma,1,0.2382,0
J01914,22,Female,White,0,Low,0,HS Diploma,1,0.2494,0
J01915,29,Female,Black,0,High,1,HS Diploma,1,0.3189,0
J01916,47,Male,Hispanic,0,Low,0,Some College,1,0.4266,0
J01917,50,Male,White,2,Low,0,HS Diploma,1,0.5119,0
J01918,54,Female,Hispanic,1,Low,0,College+,0,0.4374,0
J01919,35,Female,Hispanic,1,High,1,No HS,1,0.5287,0
J01920,21,Male,White,2,Medium,1,HS Diploma,0,0.5294,0
J01921,44,Female,White,1,Low,0,Some College,1,0.3642,0
J01922,64,Male,White,1,High,0,Some College,1,0.4708,0
J01923,40,Male,Asian,1,Medium,1,HS Diploma,0,0.4066,0
J01924,23,Female,Hispanic,2,High,1,College+,1,0.4641,0
J01925,24,Female,White,2,Medium,1,No HS,1,0.4365,0
J01926,36,Female,White,2,Medium,1,Some College,1,0.3577,0
J01927,63,Male,Hispanic,1,Low,1,HS Diploma,0,0.3721,0
J01928,32,Female,White,1,Low,0,HS Diploma,0,0.4633,0
J01929,39,Male,Other,0,Medium,0,Some College,1,0.3721,0
J01930,49,Male,Black,0,Medium,1,No HS,0,0.5397,0
J01931,32,Male,Hispanic,2,Medium,0,No HS,0,0.7959,1
J01932,23,Male,Black,2,High,0,HS Diploma,1,0.7186,1
J01933,23,Male,White,1,High,0,HS Diploma,1,0.6342,1
J01934,23,Female,White,0,Medium,0,Some College,1,0.3135,0
J01935,29,Male,Other,4,Low,1,No HS,1,0.5118,0
J01936,19,Male,Black,0,Low,1,College+,1,0.2044,0
J01937,42,Male,White,2,Low,1,Some College,0,0.3669,0
J01938,21,Male,Hispanic,0,High,0,Some College,0,0.6775,1
J01939,23,Male,Asian,0,Medium,1,HS Diploma,0,0.4209,0
J01940,59,Female,White,1,Medium,1,Some College,1,0.2414,0
J01941,54,Female,Black,1,Low,1,HS Diploma,0,0.378,0
J01942,55,Male,White,1,Medium,1,Some College,1,0.3243,0
J01943,31,Female,Hispanic,0,Medium,0,Some College,1,0.3978,0
J01944,64,Male,White,0,Low,1,Some College,0,0.2226,0
J01945,36,Male,White,2,Medium,0,College+,0,0.5718,1
J01946,24,Male,White,1,Low,0,HS Diploma,1,0.4116,0
J01947,35,Male,Black,0,Low,1,No HS,0,0.3771,0
J01948,61,Male,White,0,Low,0,HS Diploma,1,0.3759,0
J01949,25,Male,Black,2,High,0,College+,1,0.6383,1
J01950,45,Female,Black,2,Low,1,No HS,0,0.5306,0
J01951,38,Male,Asian,2,Medium,0,Some College,0,0.6284,1
J01952,52,Female,Black,0,Low,1,College+,0,0.3002,0
J01953,64,Female,White,2,Medium,1,HS Diploma,1,0.4494,0
J01954,27,Male,White,4,Low,1,HS Diploma,0,0.5789,1
J01955,45,Male,Asian,1,High,1,HS Diploma,1,0.4784,0
J01956,36,Male,Other,0,Medium,1,HS Diploma,0,0.3435,0
J01957,61,Female,White,2,High,0,College+,0,0.6673,1
J01958,52,Male,Hispanic,1,Medium,1,HS Diploma,1,0.3777,0
J01959,45,Male,White,2,Low,1,College+,0,0.2933,0
J01960,63,Female,Hispanic,0,Medium,0,No HS,1,0.5332,0
J01961,20,Male,White,1,Low,1,College+,1,0.1566,0
J01962,56,Male,Black,1,High,1,HS Diploma,0,0.6391,1
J01963,44,Male,Black,1,Low,0,No HS,1,0.4999,0
J01964,34,Male,Hispanic,2,Low,0,No HS,0,0.6568,1
J01965,32,Male,Hispanic,1,Medium,1,HS Diploma,0,0.4263,0
J01966,59,Female,White,0,Low,0,Some College,1,0.2732,0
J01967,56,Female,Other,0,Low,0,Some College,1,0.2212,0
J01968,39,Male,Black,1,Medium,1,HS Diploma,1,0.487,0
J01969,37,Male,Hispanic,1,Low,1,HS Diploma,1,0.2637,0
J01970,44,Female,Asian,1,Low,0,College+,1,0.3025,0
J01971,52,Male,White,0,Medium,1,HS Diploma,0,0.2834,0
J01972,64,Male,Black,1,Low,0,HS Diploma,1,0.5903,1
J01973,22,Male,Other,0,Medium,0,HS Diploma,1,0.3659,0
J01974,19,Male,White,4,Medium,1,Some College,0,0.6501,1
J01975,58,Female,Hispanic,1,High,1,No HS,1,0.4979,0
J01976,62,Male,Hispanic,1,High,0,HS Diploma,1,0.6783,1
J01977,37,Male,White,0,Low,0,College+,1,0.2174,0
J01978,24,Male,Hispanic,1,High,0,College+,1,0.5749,1
J01979,53,Male,White,0,High,1,HS Diploma,0,0.4406,0
J01980,25,Female,Black,1,Medium,0,No HS,0,0.8069,1
J01981,44,Female,Black,1,Medium,0,College+,1,0.4213,0
J01982,23,Male,White,1,High,0,College+,1,0.4659,0
J01983,41,Male,Asian,2,Medium,1,Some College,0,0.5371,0
J01984,53,Female,Black,0,Medium,0,HS Diploma,0,0.5937,1
J01985,22,Female,Black,0,Medium,0,College+,1,0.352,0
J01986,37,Male,Hispanic,0,Low,0,HS Diploma,1,0.4037,0
J01987,37,Female,White,2,Medium,1,HS Diploma,0,0.48,0
J01988,58,Male,Black,0,Low,0,College+,0,0.4603,0
J01989,57,Female,Asian,4,Low,1,Some College,0,0.5399,0
J01990,51,Male,White,4,High,1,College+,1,0.5393,0
J01991,56,Female,Hispanic,4,Medium,1,Some College,1,0.5548,1
J01992,27,Male,Black,4,Medium,0,No HS,1,0.8514,1
J01993,20,Male,White,0,Low,1,No HS,1,0.1483,0
J01994,51,Male,White,1,Low,0,HS Diploma,0,0.4936,0
J01995,52,Male,Hispanic,0,Medium,1,College+,1,0.2236,0
J01996,54,Male,White,2,High,0,College+,1,0.6183,1
J01997,62,Male,Hispanic,1,High,0,College+,1,0.6199,1
J01998,62,Female,White,0,High,0,Some College,0,0.5595,1
J01999,55,Female,Black,3,High,1,No HS,1,0.6151,1
J02000,63,Female,White,1,High,0,No HS,0,0.7933,1
